Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,273.0,277.8999938964844,270.0,271.1499938964844,260.60418701171875,4614411
2018-01-02,274.3999938964844,274.3999938964844,268.1000061035156,271.8999938964844,261.3250427246094,4546324
2018-01-03,273.3999938964844,279.3500061035156,273.1000061035156,276.5,265.74609375,7285874
2018-01-04,277.1000061035156,281.29998779296875,274.79998779296875,279.79998779296875,268.917724609375,10346774
2018-01-05,282.0,284.0,275.1000061035156,276.3999938964844,265.6500244140625,7084973
2018-01-08,277.0,279.04998779296875,273.70001220703125,276.1499938964844,265.4097595214844,4157464
2018-01-09,277.54998779296875,277.54998779296875,270.6499938964844,271.5,260.94061279296875,5197857
2018-01-10,272.79998779296875,276.5,266.6000061035156,268.79998779296875,258.3455810546875,7472579
2018-01-11,268.79998779296875,271.1499938964844,266.79998779296875,267.75,257.33642578125,6502479
2018-01-12,269.0,271.6000061035156,266.6499938964844,268.8500061035156,258.3936462402344,4435500
2018-01-15,270.20001220703125,274.6499938964844,265.79998779296875,266.70001220703125,256.3273010253906,6592272
2018-01-16,267.79998779296875,268.0,259.70001220703125,260.54998779296875,250.41644287109375,8447591
2018-01-17,260.29998779296875,265.25,256.45001220703125,262.75,252.53089904785156,11037340
2018-01-18,263.70001220703125,263.70001220703125,252.10000610351562,253.89999389648438,244.02508544921875,11341249
2018-01-19,254.0,259.3500061035156,252.1999969482422,258.0,247.9656219482422,5898314
2018-01-22,258.0,258.79998779296875,251.10000610351562,255.10000610351562,245.17840576171875,6230212
2018-01-23,256.1000061035156,270.70001220703125,256.1000061035156,264.95001220703125,254.6453399658203,17400430
2018-01-24,263.54998779296875,264.3999938964844,256.79998779296875,258.70001220703125,248.63841247558594,6409442
2018-01-25,259.29998779296875,266.8500061035156,256.3999938964844,258.95001220703125,248.87872314453125,15254979
2018-01-29,261.6000061035156,263.8999938964844,253.39999389648438,258.6000061035156,248.54229736328125,5990929
2018-01-30,257.75,258.0,252.5500030517578,253.5500030517578,243.6886749267578,5286436
2018-01-31,253.39999389648438,263.20001220703125,252.0,256.1499938964844,246.1875762939453,17514495
2018-02-01,257.79998779296875,259.5,248.75,256.25,246.28369140625,8940788
2018-02-02,256.45001220703125,261.6499938964844,245.75,249.85000610351562,240.13259887695312,21737420
2018-02-05,242.5,249.39999389648438,240.25,246.60000610351562,237.0089874267578,8462501
2018-02-06,236.0,248.5,232.5,244.39999389648438,234.8945770263672,10473645
2018-02-07,245.0,253.0,244.10000610351562,246.0,236.43235778808594,13707458
2018-02-08,245.60000610351562,249.35000610351562,240.5,245.1999969482422,235.66346740722656,10180978
2018-02-09,240.0,245.5,237.35000610351562,243.5,234.0295867919922,7024965
2018-02-12,247.0,247.64999389648438,242.0,243.25,233.78932189941406,5557349
2018-02-14,246.3000030517578,246.5500030517578,241.75,243.25,233.78932189941406,7121280
2018-02-15,245.5,254.25,244.0,251.5,241.7184295654297,10053559
2018-02-16,255.5,256.95001220703125,246.39999389648438,247.64999389648438,238.01817321777344,7629453
2018-02-19,248.10000610351562,250.5,242.60000610351562,247.5500030517578,237.92205810546875,6056718
2018-02-20,247.8000030517578,252.39999389648438,246.8000030517578,248.8000030517578,239.1234588623047,4778807
2018-02-21,250.5,250.8000030517578,238.75,240.64999389648438,231.2904052734375,11901519
2018-02-22,238.5,241.0,233.85000610351562,239.89999389648438,230.56959533691406,13120748
2018-02-23,241.5,247.4499969482422,240.0500030517578,246.5500030517578,236.96096801757812,6908252
2018-02-26,246.5500030517578,251.4499969482422,244.60000610351562,246.1999969482422,236.6245574951172,6522004
2018-02-27,248.64999389648438,249.89999389648438,243.35000610351562,244.3000030517578,234.7984619140625,4805004
2018-02-28,240.75,246.64999389648438,238.64999389648438,245.39999389648438,235.8556671142578,8747792
2018-03-01,243.39999389648438,247.0,239.0,240.8000030517578,231.43458557128906,5767109
2018-03-05,236.0,236.0,228.1999969482422,229.60000610351562,220.6702117919922,12425050
2018-03-06,231.0,235.10000610351562,224.14999389648438,225.85000610351562,217.06605529785156,12488311
2018-03-07,222.0,225.3000030517578,219.10000610351562,224.4499969482422,215.72048950195312,13960066
2018-03-08,226.5,227.5,217.6999969482422,222.6999969482422,214.03855895996094,7733982
2018-03-09,224.6999969482422,226.14999389648438,219.35000610351562,220.1999969482422,211.6357879638672,13433660
2018-03-12,220.0500030517578,228.60000610351562,217.39999389648438,227.64999389648438,218.79603576660156,9531278
2018-03-13,225.0,227.9499969482422,222.5,226.14999389648438,217.35435485839844,9990633
2018-03-14,223.5,227.89999389648438,221.6999969482422,226.6999969482422,217.8829803466797,6385584
2018-03-15,226.0,227.10000610351562,223.0,224.89999389648438,216.15298461914062,6730350
2018-03-16,224.0,227.3000030517578,220.14999389648438,221.6999969482422,213.07745361328125,7793461
2018-03-19,222.6999969482422,223.89999389648438,212.0,214.5500030517578,206.2055206298828,6780348
2018-03-20,211.0,218.8000030517578,210.3000030517578,217.3000030517578,208.8485565185547,9600657
2018-03-21,219.0,219.85000610351562,213.3000030517578,214.6999969482422,206.34967041015625,8817896
2018-03-22,215.6999969482422,219.1999969482422,212.60000610351562,216.8000030517578,208.36801147460938,8362938
2018-03-23,209.0,210.6999969482422,204.3000030517578,206.10000610351562,198.08419799804688,12819120
