Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,608.0,617.8499755859375,607.0,611.5,587.588623046875,873546
2018-01-02,614.2000122070312,619.0,605.5,607.7999877929688,584.0332641601562,1038258
2018-01-03,611.0,613.9000244140625,604.5499877929688,606.7999877929688,583.0723266601562,771828
2018-01-04,609.4500122070312,618.4000244140625,603.4500122070312,616.75,592.6331787109375,990602
2018-01-05,617.0,619.8499755859375,611.0999755859375,615.1500244140625,591.0957641601562,1072254
2018-01-08,618.5,627.5,612.2000122070312,615.0499877929688,590.9998168945312,1061612
2018-01-09,617.0,618.6500244140625,610.6500244140625,615.5999755859375,591.5281982421875,846158
2018-01-10,616.0,624.1500244140625,612.8499755859375,619.75,595.5159912109375,1207313
2018-01-11,619.0,619.0,609.0999755859375,612.3499755859375,588.4052124023438,1092456
2018-01-12,614.0,618.4000244140625,603.0999755859375,612.0999755859375,588.1651000976562,891848
2018-01-15,612.5,615.5,608.2000122070312,610.25,586.3873901367188,470386
2018-01-16,610.1500244140625,613.5,599.0,601.4000244140625,577.883544921875,1088762
2018-01-17,601.0499877929688,610.5999755859375,597.0499877929688,607.1500244140625,583.40869140625,883340
2018-01-18,608.0999755859375,612.9500122070312,598.25,603.6500244140625,580.0454711914062,1028921
2018-01-19,603.6500244140625,605.0999755859375,600.1500244140625,602.75,579.1806640625,818518
2018-01-22,604.4000244140625,605.0,593.0999755859375,601.1500244140625,577.643310546875,933769
2018-01-23,602.5,625.0,600.2999877929688,622.3499755859375,598.0143432617188,2105060
2018-01-24,621.9500122070312,623.75,612.9000244140625,618.2999877929688,594.1226806640625,1089562
2018-01-25,618.1500244140625,631.0,613.7000122070312,621.4000244140625,597.1014404296875,2973765
2018-01-29,624.9500122070312,628.4000244140625,611.0999755859375,615.0,590.9517211914062,1564268
2018-01-30,613.0,613.0999755859375,603.2000122070312,605.9500122070312,582.2555541992188,596682
2018-01-31,608.0,608.5,590.0,592.1500244140625,568.9952392578125,1264055
2018-02-01,591.9000244140625,597.0,580.2000122070312,587.0499877929688,564.0946044921875,1050098
2018-02-02,586.0,593.9000244140625,575.0999755859375,581.1500244140625,558.42529296875,998752
2018-02-05,576.0,582.0999755859375,571.2000122070312,580.0999755859375,557.4163818359375,797017
2018-02-06,561.0,572.0,558.0499877929688,564.25,542.1861572265625,1284112
2018-02-07,578.5,579.9000244140625,554.2000122070312,569.25,546.9906616210938,3161498
2018-02-08,584.0,617.1500244140625,580.1500244140625,612.6500244140625,588.6936645507812,8349913
2018-02-09,595.0,626.0,595.0,621.4000244140625,597.1014404296875,2373799
2018-02-12,629.3499755859375,635.0,618.8499755859375,621.6500244140625,597.3416137695312,1957424
2018-02-14,622.0999755859375,630.2999877929688,611.5,616.1500244140625,592.0567626953125,1306512
2018-02-15,613.25,621.4500122070312,602.9500122070312,605.8499755859375,582.159423828125,1391858
2018-02-16,611.2999877929688,613.9500122070312,605.5,611.0999755859375,587.2041015625,906025
2018-02-19,612.0,612.1500244140625,594.3499755859375,600.4000244140625,576.9226684570312,1216005
2018-02-20,603.4500122070312,606.0999755859375,592.0,603.4500122070312,579.8533935546875,1599249
2018-02-21,607.0,607.75,589.25,597.25,573.8956909179688,1409752
2018-02-22,595.0,597.25,586.5999755859375,589.6500244140625,566.5929565429688,1859008
2018-02-23,591.7999877929688,605.0,590.0,595.6500244140625,572.3583984375,1576584
2018-02-26,596.25,598.2999877929688,588.75,590.0999755859375,567.0253295898438,1417465
2018-02-27,591.7000122070312,598.9000244140625,583.0999755859375,586.5,563.5661010742188,1349590
2018-02-28,590.0,596.5999755859375,587.0999755859375,589.6500244140625,566.5929565429688,2255189
2018-03-01,593.9000244140625,593.9000244140625,580.4000244140625,581.7000122070312,558.953857421875,1343806
2018-03-05,582.0999755859375,585.0,578.0499877929688,579.25,556.5996704101562,1179725
2018-03-06,581.5999755859375,589.4000244140625,580.0499877929688,584.0999755859375,561.2599487304688,1891302
2018-03-07,587.4500122070312,589.0999755859375,578.2000122070312,580.2000122070312,557.512451171875,1849650
2018-03-08,584.0,584.0,574.0,578.0,555.3985595703125,1084582
2018-03-09,579.9500122070312,585.2000122070312,568.0499877929688,571.0499877929688,548.72021484375,1149194
2018-03-12,575.0499877929688,582.2000122070312,563.5499877929688,580.6500244140625,557.9448852539062,919792
2018-03-13,579.0,582.9000244140625,575.1500244140625,578.75,556.119140625,801792
2018-03-14,578.3499755859375,583.7999877929688,571.6500244140625,577.9000244140625,555.3023681640625,811747
2018-03-15,578.0,579.5999755859375,569.0,571.1500244140625,548.81640625,849222
2018-03-16,570.0999755859375,574.0,557.0499877929688,559.4000244140625,537.5258178710938,1867538
2018-03-19,563.6500244140625,566.9000244140625,555.4000244140625,559.75,537.8621215820312,1447941
2018-03-20,555.0999755859375,561.8499755859375,522.9000244140625,552.9000244140625,531.280029296875,9119209
2018-03-21,558.5,567.4500122070312,546.4000244140625,551.0499877929688,529.5022583007812,3091963
2018-03-22,551.9000244140625,555.0,538.1500244140625,540.75,519.6050415039062,1506405
2018-03-23,539.0,540.7000122070312,534.0,538.4000244140625,517.346923828125,1203262
2018-03-26,538.1500244140625,544.5999755859375,532.9500122070312,541.7999877929688,520.6139526367188,1105319
2018-03-27,541.0,549.0,541.0,545.0499877929688,523.7369384765625,2206872
2018-03-28,544.0,548.7999877929688,534.0,545.4500122070312,524.1212768554688,2667979
2018-04-02,548.0,578.9500122070312,545.9000244140625,576.25,553.7169189453125,2823880
2018-04-03,572.0,578.3499755859375,568.7999877929688,570.2999877929688,547.9995727539062,2493190
2018-04-04,572.3499755859375,575.4500122070312,564.5,569.7999877929688,547.5191040039062,1852997
2018-04-05,574.0,578.5499877929688,558.3499755859375,560.3499755859375,538.4385986328125,2396864
2018-04-06,560.2999877929688,571.0,557.25,558.9500122070312,537.0934448242188,2420324
2018-04-09,565.9000244140625,565.9000244140625,555.5,556.75,534.9794921875,1470765
2018-04-10,558.0,567.0,556.5999755859375,558.1500244140625,536.32470703125,1591682
2018-04-11,560.7000122070312,564.0,558.5,561.5,539.543701171875,1789789
2018-04-12,562.9000244140625,562.9500122070312,554.7999877929688,556.1500244140625,534.4028930664062,1309557
2018-04-13,557.5499877929688,561.1500244140625,552.5499877929688,555.5,533.7783203125,1019158
2018-04-16,553.0499877929688,587.7999877929688,553.0499877929688,584.9500122070312,562.0767822265625,6741354
2018-04-17,585.5499877929688,588.3499755859375,575.7000122070312,579.9500122070312,557.2722778320312,2688507
2018-04-18,582.0,597.0,582.0,584.5999755859375,561.7403564453125,3853951
2018-04-19,584.25,592.0,583.0499877929688,584.4000244140625,561.5482788085938,1525419
2018-04-20,582.3499755859375,593.4000244140625,581.5,589.0499877929688,566.016357421875,1641179
2018-04-23,576.0,601.75,576.0,600.1500244140625,576.682373046875,3016500
2018-04-24,601.0,604.9000244140625,595.0999755859375,601.9000244140625,578.3638916015625,2782988
2018-04-25,600.5,600.5,586.2000122070312,593.0499877929688,569.8599853515625,1125208
2018-04-26,591.0,602.9000244140625,590.5499877929688,599.9500122070312,576.4901733398438,1503008
2018-04-27,602.0,607.0,593.0,599.8499755859375,576.3941040039062,1031376
2018-04-30,602.2000122070312,609.0,602.0,607.4000244140625,583.6488037109375,687828
2018-05-02,610.0,621.9000244140625,608.9500122070312,612.0,588.0689697265625,1862999
2018-05-03,613.0,613.0999755859375,597.0,609.2999877929688,585.474609375,999887
2018-05-04,612.0999755859375,612.4500122070312,595.5,597.0,573.6555786132812,925559
2018-05-07,598.5999755859375,600.0999755859375,585.0,591.0499877929688,567.9381713867188,1046885
2018-05-08,592.4000244140625,601.9500122070312,586.5499877929688,590.6500244140625,567.5538940429688,1039491
2018-05-09,591.4000244140625,596.0,585.5499877929688,588.0,565.0074462890625,652527
2018-05-10,594.0,594.5999755859375,572.5,575.5,552.9962768554688,2163326
2018-05-11,577.0499877929688,580.75,565.0999755859375,573.7000122070312,551.2666015625,921890
2018-05-14,575.0,580.5,570.8499755859375,578.5,555.8789672851562,888370
2018-05-15,579.7999877929688,593.0,573.0999755859375,575.7999877929688,553.284423828125,2049528
2018-05-16,575.0,575.0,546.0,559.9000244140625,538.0062255859375,4071898
2018-05-17,557.9000244140625,560.0,538.7999877929688,553.75,532.0967407226562,3719963
2018-05-18,555.0,556.0,530.0,533.0499877929688,512.2061767578125,1708157
2018-05-21,531.6500244140625,536.7999877929688,516.0,520.4500122070312,500.09893798828125,2013336
2018-05-22,524.7999877929688,531.0999755859375,507.20001220703125,524.0,503.5100402832031,3080285
