Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,3039.9951171875,3042.0,2985.0,2989.31494140625,2644.838134765625,198470
2018-01-02,2992.5,2995.5,2853.969970703125,2867.014892578125,2536.631591796875,847930
2018-01-03,2885.0,2904.5,2854.215087890625,2881.43505859375,2549.389892578125,470880
2018-01-04,2882.570068359375,2895.760009765625,2841.5,2857.074951171875,2527.837158203125,494210
2018-01-05,2879.699951171875,2932.5,2868.6201171875,2923.699951171875,2586.7841796875,527770
2018-01-08,2940.0,2940.0,2904.0048828125,2919.739990234375,2583.281005859375,329240
2018-01-09,2920.10009765625,2924.1650390625,2851.06494140625,2859.695068359375,2530.155029296875,827180
2018-01-10,2862.0,2869.9951171875,2800.0,2809.75,2485.965576171875,842020
2018-01-11,2810.0,2852.5,2782.050048828125,2844.469970703125,2516.684326171875,600910
2018-01-12,2852.0,2878.0,2821.10009765625,2864.97509765625,2534.8271484375,596570
2018-01-15,2875.0,2875.0,2790.0,2798.14990234375,2475.7021484375,575940
2018-01-16,2801.0,2815.0,2770.10009765625,2789.1201171875,2467.712646484375,465370
2018-01-17,2780.0,2830.10009765625,2768.010009765625,2822.284912109375,2497.055908203125,475950
2018-01-18,2822.885009765625,2847.89990234375,2781.10498046875,2795.43994140625,2473.304443359375,493990
2018-01-19,2788.0,2818.8349609375,2775.10009765625,2800.945068359375,2478.175537109375,324590
2018-01-22,2800.945068359375,2809.77490234375,2759.0,2764.97998046875,2446.3544921875,344660
2018-01-23,2770.0,2782.945068359375,2702.0,2707.125,2395.166748046875,1173990
2018-01-24,2700.60009765625,2705.0,2630.215087890625,2640.405029296875,2336.13525390625,940580
2018-01-25,2650.0,2673.0,2620.804931640625,2651.93994140625,2346.341064453125,1754720
2018-01-29,2673.0,2784.89990234375,2656.60498046875,2745.364990234375,2429.000244140625,1274230
2018-01-30,2745.0,2745.300048828125,2655.89990234375,2668.93994140625,2361.3818359375,1416630
2018-01-31,2682.72998046875,2738.699951171875,2652.514892578125,2692.360107421875,2382.103515625,1377660
2018-02-01,2698.39990234375,2830.0,2671.449951171875,2804.735107421875,2481.528564453125,1255640
2018-02-02,2790.10009765625,2852.14990234375,2720.0,2781.175048828125,2460.683837890625,1498590
2018-02-05,2730.0,2779.89990234375,2730.0,2753.794921875,2436.45849609375,486830
2018-02-06,2654.554931640625,2805.0,2650.0,2757.925048828125,2440.11279296875,614080
2018-02-07,2791.965087890625,2841.094970703125,2712.010009765625,2801.044921875,2478.263671875,1388510
2018-02-08,2823.0,2835.0,2781.0,2819.800048828125,2494.857666015625,685330
2018-02-09,2760.5,2795.0,2756.0,2774.794921875,2455.03857421875,335150
2018-02-12,2775.10009765625,2800.0,2770.64990234375,2790.139892578125,2468.615234375,175940
2018-02-14,2782.0,2821.7451171875,2775.260009765625,2802.760009765625,2479.781005859375,379990
2018-02-15,2820.0,2839.89990234375,2810.0,2834.044921875,2507.461181640625,302320
2018-02-16,2840.0,2842.4951171875,2715.10009765625,2732.81494140625,2417.89599609375,493090
2018-02-19,2748.5,2755.8798828125,2669.570068359375,2708.949951171875,2396.78125,332660
2018-02-20,2712.0,2739.989990234375,2680.10009765625,2691.639892578125,2381.465576171875,210980
2018-02-21,2712.39990234375,2748.0,2704.360107421875,2736.574951171875,2421.22314453125,366820
2018-02-22,2735.0,2735.0,2670.0,2686.85009765625,2377.22802734375,617210
2018-02-23,2710.0,2714.64501953125,2650.0,2672.43994140625,2364.478515625,868030
2018-02-26,2699.0,2728.514892578125,2671.0,2718.594970703125,2405.31494140625,450250
2018-02-27,2720.10009765625,2734.679931640625,2700.679931640625,2715.465087890625,2402.5458984375,506840
2018-02-28,2703.0,2759.89990234375,2651.10009765625,2743.77490234375,2427.59326171875,627240
2018-03-01,2731.14501953125,2800.10009765625,2728.22998046875,2774.235107421875,2454.543212890625,914230
2018-03-05,2772.5,2779.989990234375,2744.0048828125,2754.8349609375,2437.37890625,510190
2018-03-06,2771.0,2778.425048828125,2725.114990234375,2748.844970703125,2432.0791015625,427350
2018-03-07,2747.0,2765.5,2730.56005859375,2752.81494140625,2435.59130859375,274720
2018-03-08,2758.0,2784.89990234375,2742.554931640625,2771.18505859375,2451.8447265625,298230
2018-03-09,2775.0,2806.5,2766.044921875,2796.385009765625,2474.140625,286790
